linea;estacion;dev_id;id_linea
FFCC MITRE-TIGRE;FFCC Mitre Est. Tigre;8027;430
FFCC MITRE-TIGRE;FFCC Mitre Est. V. López;7910;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7787;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7903;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Virreyes;7800;430
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11213;350
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11233;350
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11779;350
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11827;350
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;8916;350
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;12295;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;8930;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;8990;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;10751;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11839;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;12293;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;11876;350
FFCC SAN MARTIN;FFCC San Martin - Est. Pilar;11765;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8906;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8907;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8918;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9631;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9643;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9654;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9667;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10170;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10311;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;11584;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;12208;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11550;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8890;350
FFCC SARMIENTO;Caballito;7856;427
FFCC SARMIENTO;Castelar;8032;427
FFCC MITRE-SUAREZ;FFCC Mitre Est. Belgrano R.;8106;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Cetrángolo;8931;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Florida;11771;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Florida;12285;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Florida;12307;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;8844;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;8941;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Mitre;11268;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10393;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10649;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10698;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Saavedra;7805;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;8873;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;8885;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;8897;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;8933;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;9649;429
FFCC MITRE-TIGRE;FFCC Mitre Est. Acassuso;7418;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Acassuso;7502;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Acassuso;7527;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Carupa;7777;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Carupa;8092;430
FFCC MITRE-TIGRE;FFCC Mitre Est. La Lucila;7404;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Nuñez;7588;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Nuñez;8062;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Olivos;7408;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;7864;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10207;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10648;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10746;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;7540;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;8146;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San Fernando;8047;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San Fernando;8070;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San isidro;7782;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San isidro;7788;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San isidro;7811;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Tigre;8022;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Tigre;8028;430
FFCC MITRE-TIGRE;FFCC Mitre Est. V. López;7453;430
FFCC MITRE-TIGRE;FFCC Mitre Est. V. López;7562;430
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;9662;350
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;9663;350
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;11606;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;8806;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;8818;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;11262;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;8922;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;9629;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;9653;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11804;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11816;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;11850;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;11451;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palomar;9651;350
FFCC SAN MARTIN;FFCC San Martin - Est. Paternal;8836;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8942;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9669;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10183;350
FFCC MITRE-SUAREZ;FFCC Mitre Est. Drago;7867;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Florida;12252;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;8835;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;8847;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;12495;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Mitre;11180;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Mitre;11349;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Pueyrredon;11752;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10627;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10639;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10659;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10719;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Urquiza;8869;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. V. Ballester;8925;429
FFCC MITRE-TIGRE;FFCC Mitre Est. Beccar;7816;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7308;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7379;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7385;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7484;430
FFCC MITRE-TIGRE;FFCC Mitre Est. La Lucila;7753;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Olivos;8112;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10250;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10261;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10622;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10670;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10863;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;7556;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;8117;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San isidro;7306;430
FFCC MITRE-TIGRE;FFCC Mitre Est. San isidro;7783;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Tigre;8060;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7789;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7799;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Virreyes;7781;430
FFCC SAN MARTIN;FFCC San Martin - Est. Chacarita;11607;350
FFCC SAN MARTIN;FFCC San Martin - Est. Chacarita;11619;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;11470;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;10631;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11819;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11843;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;12050;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;12123;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;11835;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;11858;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;11969;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;10739;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;11466;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palomar;9860;350
FFCC SAN MARTIN;FFCC San Martin - Est. Paternal;9561;350
FFCC SAN MARTIN;FFCC San Martin - Est. Paternal;11524;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8902;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;8938;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10275;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10288;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11215;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11446;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11458;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11905;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11918;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;10408;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11426;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11438;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11450;350
FFCC SAN MARTIN;FFCC San Martin - Est. Santos Lugares;8829;350
FFCC SAN MARTIN;FFCC San Martin - Est. Sol y verde;12029;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8832;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;11526;350
FFCC SAN MARTIN;FFCC San Martin - Est. W.Morris;11887;350
FFCC SARMIENTO;Caballito;7852;427
FFCC SARMIENTO;Castelar;7570;427
FFCC SARMIENTO;Castelar;8033;427
FFCC SARMIENTO;Ciudadela;7915;427
FFCC SARMIENTO;Flores;7836;427
FFCC SARMIENTO;Flores;7848;427
FFCC SARMIENTO;Floresta;7821;427
FFCC SARMIENTO;Floresta;7855;427
FFCC SARMIENTO;Ituzaingo;7729;427
FFCC SARMIENTO;Ituzaingo;7747;427
FFCC SARMIENTO;Ituzaingo;7759;427
FFCC SARMIENTO;Liniers;7824;427
FFCC SARMIENTO;Liniers;7872;427
FFCC SARMIENTO;Liniers;7897;427
FFCC SARMIENTO;Merlo;6378;427
FFCC SARMIENTO;Merlo;7439;427
FFCC SARMIENTO;Merlo;7614;427
FFCC SARMIENTO;Merlo;7899;427
FFCC SARMIENTO;Morón;8076;427
FFCC SARMIENTO;Morón;8149;427
FFCC SARMIENTO;Once;11027;427
FFCC SARMIENTO;Once;11481;427
FFCC SARMIENTO;Once;11574;427
FFCC SARMIENTO;Once;11893;427
FFCC SARMIENTO;Ramos Mejía;7750;427
FFCC SARMIENTO;Flores;7853;427
FFCC SARMIENTO;Haedo;8147;427
FFCC SARMIENTO;Liniers;7822;427
FFCC SARMIENTO;Liniers;7828;427
FFCC SARMIENTO;Liniers;7859;427
FFCC SARMIENTO;Liniers;7895;427
FFCC SARMIENTO;Merlo;7539;427
FFCC SARMIENTO;Merlo;7576;427
FFCC SARMIENTO;Morón;8068;427
FFCC SARMIENTO;Morón;8111;427
FFCC SARMIENTO;Morón;8123;427
FFCC SARMIENTO;Morón;8135;427
FFCC SARMIENTO;Once;9791;427
FFCC SARMIENTO;Once;11546;427
FFCC SARMIENTO;Once;11896;427
FFCC SARMIENTO;Once;11897;427
FFCC SARMIENTO;Once;11908;427
FFCC SARMIENTO;Once;11909;427
FFCC SARMIENTO;Once;11933;427
FFCC SARMIENTO;Ramos Mejía;8129;427
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10196;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;10722;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11461;350
FFCC SAN MARTIN;FFCC San Martin - Est. Santos Lugares;8819;350
FFCC SAN MARTIN;FFCC San Martin - Est. Santos Lugares;8843;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8807;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8831;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;11527;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;11552;350
FFCC SAN MARTIN;FFCC San Martin - Est. W.Morris;11840;350
FFCC SARMIENTO;Caballito;7843;427
FFCC SARMIENTO;Ciudadela;7830;427
FFCC SARMIENTO;Flores;7823;427
FFCC SARMIENTO;Flores;7854;427
FFCC SARMIENTO;Flores;7860;427
FFCC SARMIENTO;Floresta;7826;427
FFCC SARMIENTO;Haedo;8136;427
FFCC SARMIENTO;Liniers;7840;427
FFCC SARMIENTO;Liniers;7858;427
FFCC SARMIENTO;Liniers;7870;427
FFCC SARMIENTO;Merlo;7320;427
FFCC SARMIENTO;Merlo;7324;427
FFCC SARMIENTO;Merlo;7553;427
FFCC SARMIENTO;Merlo;7606;427
FFCC SARMIENTO;Morón;8081;427
FFCC SARMIENTO;Morón;8087;427
FFCC SARMIENTO;Morón;8124;427
FFCC SARMIENTO;Morón;8130;427
FFCC SARMIENTO;Morón;8142;427
FFCC SARMIENTO;Once;11569;427
FFCC SARMIENTO;Once;11886;427
FFCC SARMIENTO;Once;11934;427
FFCC SARMIENTO;Once;11946;427
FFCC SARMIENTO;Ramos Mejía;8122;427
FFCC SARMIENTO;Villa Luro;7305;427
FFCC SAN MARTIN;FFCC San Martin - Est. Villa Astolfi;11852;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8803;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8828;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;8913;350
FFCC SAN MARTIN;FFCC San Martin - Est. Villa del Parque;11264;350
FFCC SAN MARTIN;FFCC San Martin - Est. W.Morris;12060;350
FFCC SARMIENTO;Castelar;8031;427
FFCC SARMIENTO;Castelar;8061;427
FFCC SARMIENTO;Ciudadela;7877;427
FFCC SARMIENTO;Floresta;7841;427
FFCC SARMIENTO;Haedo;8131;427
FFCC SARMIENTO;Haedo;8137;427
FFCC SARMIENTO;Ituzaingo;7060;427
FFCC SARMIENTO;Ituzaingo;7720;427
FFCC SARMIENTO;Ituzaingo;7757;427
FFCC SARMIENTO;Merlo;7552;427
FFCC SARMIENTO;Morón;7316;427
FFCC SARMIENTO;Morón;8080;427
FFCC SARMIENTO;Morón;8098;427
FFCC SARMIENTO;Morón;8110;427
FFCC SARMIENTO;Morón;8116;427
FFCC SARMIENTO;Once;11081;427
FFCC SARMIENTO;Once;11348;427
FFCC SARMIENTO;Once;11541;427
FFCC SARMIENTO;Once;11937;427
FFCC SARMIENTO;Once;11949;427
FFCC SARMIENTO;Once;11986;427
FFCC SARMIENTO;Ramos Mejía;7845;427
FFCC SARMIENTO;Villa Luro;6307;427
FFCC SARMIENTO;Villa Luro;7893;427
FFCC MITRE-SUAREZ;FFCC Mitre Est. Cetrángolo;8936;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;8911;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10692;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10757;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;10769;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Retiro;11413;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Urquiza;8797;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Urquiza;11763;429
FFCC MITRE-TIGRE;FFCC Mitre Est. Beccar;7795;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Beccar;8103;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7343;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7355;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7383;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Belgrano C.;7526;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Carupa;7798;430
FFCC MITRE-TIGRE;FFCC Mitre Est. La Lucila;7612;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Martinez;7360;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Martinez;7366;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Martinez;7415;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Nuñez;7889;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Nuñez;8064;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Olivos;7592;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Olivos;7880;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10241;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10630;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10740;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Retiro;10755;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;7861;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Rivadavia;8091;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Tigre;8085;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7766;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Victoria;7784;430
FFCC MITRE-TIGRE;FFCC Mitre Est. Virreyes;7767;430
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11859;350
FFCC SAN MARTIN;FFCC San Martin - Est. Bella Vista;11932;350
FFCC SAN MARTIN;FFCC San Martin - Est. Caseros;9861;350
FFCC SAN MARTIN;FFCC San Martin - Est. Chacarita;11822;350
FFCC SAN MARTIN;FFCC San Martin - Est. Chacarita;12325;350
FFCC SAN MARTIN;FFCC San Martin - Est. Devoto;8824;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;10733;350
FFCC SAN MARTIN;FFCC San Martin - Est. Hurlingham;10761;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11785;350
FFCC SAN MARTIN;FFCC San Martin - Est. Jose C.Paz;11847;350
FFCC SAN MARTIN;FFCC San Martin - Est. Muñiz;12067;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;10763;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;11456;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;11517;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palermo;11518;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palomar;8850;350
FFCC SAN MARTIN;FFCC San Martin - Est. Palomar;8996;350
FFCC SAN MARTIN;FFCC San Martin - Est. Paternal;11812;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;9650;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10190;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;10371;350
FFCC SAN MARTIN;FFCC San Martin - Est. Retiro;11462;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;10680;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;11837;350
FFCC SAN MARTIN;FFCC San Martin - Est. Saenz Peña;11848;350
FFCC SAN MARTIN;FFCC San Martin - Est. San Miguel;11872;350
FFCC MITRE-SUAREZ;FFCC Mitre Est. Colegiales;7914;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Florida;12020;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. J. L. Suarez;9709;429
FFCC MITRE-SUAREZ;FFCC Mitre Est. Mitre;10645;429
