prov_origen;depto_origen;prov_destino;depto_destino;hora_incio;cantidad_tren;cantidad_subte;cantidad_bus;cantidad_as;cantidad_transbordo;pobl2010_origen;pobl2010_destino
6;364;6;560;5;16;0;8357;2377;2219;87185;451589
6;560;6;441;5;3;0;33;14;10;451589;654324
6;497;6;28;5;0;0;7;3;1;106273;552228
2;10;6;434;5;21;6;799;164;305;165883;459263
6;778;6;408;5;1;0;1;2;1;59478;180423
6;760;6;371;5;410;1;3422;819;1265;273838;414196
2;7;6;252;5;6;10;89;27;42;220429;213619
6;658;6;539;5;18;0;61;20;30;581314;525261
6;525;6;638;5;10;0;30;6;13;54181;299916
6;434;2;15;5;195;430;2597;557;1290;459263;182574
2;3;2;13;5;333;4593;7544;1673;1924;187537;232094
2;3;2;12;5;273;7526;3732;751;1981;187537;200870
6;134;6;861;5;8;0;9;2;8;51892;268752
6;760;6;412;5;1903;7;23607;6582;4420;273838;265981
6;560;6;126;5;0;0;33;9;12;451589;94461
2;13;6;490;5;308;483;3814;1316;1704;232094;616279
6;568;2;9;5;968;8;2821;715;1129;321109;161797
2;13;6;560;5;568;284;3278;1547;1627;232094;451589
6;371;2;14;5;430;217;1880;583;827;414196;225970
6;756;6;329;5;1;0;2;0;1;292878;14889
6;35;6;412;5;47;9;70;29;50;342464;265981
2;2;6;274;5;144;211;1908;725;831;157835;426005
6;270;6;749;5;1;0;11;2;5;163671;166803
2;2;2;9;5;155;312;1839;389;794;157835;161797
6;126;6;441;5;0;0;1;0;0;94461;654324
6;91;6;840;5;9;6;63;10;33;324244;339828
6;840;6;515;5;395;2;873;210;519;339828;322375
6;560;6;749;5;11;0;1213;345;416;451589;166803
6;35;6;98;5;3;0;9;2;5;342464;88470
6;35;2;5;5;115;549;2460;468;1144;342464;179005
6;441;2;11;5;14;1;40;10;22;654324;189832
2;6;2;3;5;78;5577;8297;1842;1277;175916;187537
6;515;6;329;5;0;0;1;0;0;322375;14889
2;11;6;532;5;1;0;2;0;1;189832;63284
6;410;2;14;5;207;27;773;250;409;167824;225970
6;427;6;658;5;152;6;882;227;355;1498704;581314
2;1;6;408;5;1425;826;1279;412;1194;206262;180423
6;539;6;371;5;289;1;1503;350;723;525261;414196
6;756;2;9;5;76;4;818;155;311;292878;161797
6;28;6;560;5;9;0;66;23;22;552228;451589
2;13;6;266;5;0;0;27;5;10;232094;29805
6;760;6;638;5;973;0;2535;702;1132;273838;299916
6;638;6;35;5;8;1;17;3;9;299916;342464
6;882;2;8;5;0;0;1;0;0;114269;187237
2;11;2;9;5;182;17;5175;1140;1134;189832;161797
2;5;2;1;5;604;15644;16411;2985;3274;179005;206262
6;568;6;483;5;1;0;0;0;0;321109;36172
6;274;6;412;5;11;1;25;8;11;426005;265981
6;91;6;778;5;14;0;35;8;17;324244;59478
6;778;6;410;5;0;0;1;1;0;59478;167824
6;515;6;840;5;318;1;938;219;487;322375;339828
6;28;6;778;5;398;1;2231;578;646;552228;59478
6;441;6;490;5;103;1;354;74;98;654324;616279
6;245;2;15;5;1;1;10;1;5;56729;182574
6;760;2;13;5;631;100;1706;762;968;273838;232094
6;805;6;91;5;11;4;19;8;11;377797;324244
6;861;6;805;5;584;2;7469;2223;2303;268752;377797
2;10;6;560;5;768;0;1339;646;846;165883;451589
6;427;6;28;5;278;7;2189;499;819;1498704;552228
6;539;6;539;5;5784;49;159375;46998;19759;525261;525261
6;134;6;805;5;1;0;1;0;1;51892;377797
6;861;6;252;5;77;1;2721;911;833;268752;213619
6;568;2;15;5;549;199;2004;413;912;321109;182574
6;441;6;119;5;0;0;346;68;14;654324;26367
2;8;6;648;5;8;0;59;7;20;187237;81141
6;408;2;13;5;535;81;963;409;627;180423;232094
6;805;2;1;5;1988;1201;3523;1024;2502;377797;206262
2;1;6;126;5;10;71;126;36;89;206262;94461
6;525;6;412;5;5;0;15;3;7;54181;265981
6;410;6;760;5;58;0;981;314;302;167824;273838
6;28;2;15;5;490;611;1173;382;938;552228;182574
2;14;6;497;5;3;12;115;24;36;225970;106273
6;252;6;274;5;1;2;14;7;6;213619;426005
6;648;6;270;5;56;1;424;124;165;81141;163671
6;252;6;840;5;38;0;234;44;100;213619;339828
2;10;6;427;5;573;13;10945;2735;3456;165883;1498704
6;329;6;574;5;0;0;50;10;0;14889;17054
6;134;6;525;5;0;0;242;45;16;51892;54181
6;840;6;410;5;215;2;858;276;382;339828;167824
6;568;6;371;5;201;1;1967;435;763;321109;414196
6;28;2;13;5;446;399;1072;441;754;552228;232094
6;28;6;490;5;3720;90;35514;9885;8893;552228;616279
6;412;6;91;5;4;1;8;3;4;265981;324244
2;12;6;134;5;1;4;2;1;2;200870;51892
6;658;6;126;5;0;0;8;6;2;581314;94461
2;12;6;805;5;58;10;1931;527;722;200870;377797
6;638;2;4;5;58;15;138;32;82;299916;218245
6;270;6;658;5;100;0;315;95;163;163671;581314
2;5;6;364;5;13;11;81;23;42;179005;87185
2;14;6;568;5;633;89;2809;762;1071;225970;321109
2;7;6;840;5;284;139;1958;453;631;220429;339828
6;408;2;15;5;970;216;1046;355;747;180423;182574
6;560;6;274;5;0;1;31;8;11;451589;426005
6;532;2;14;5;0;0;63;18;0;63284;225970
6;490;6;427;5;193;6;9435;2027;3522;616279;1498704
2;10;6;91;5;15;5;78;29;40;165883;324244
6;371;2;8;5;45;3;934;167;404;414196;187237
6;410;6;515;5;12;0;265;82;107;167824;322375
6;568;6;98;5;0;0;3;1;1;321109;88470
2;5;6;126;5;0;6;26;11;14;179005;94461
6;412;2;5;5;290;141;439;202;306;265981;179005
2;7;6;260;5;48;186;1136;286;447;220429;300934
2;3;2;9;5;1440;1261;4232;1027;1840;187537;161797
6;270;2;8;5;32;0;182;44;74;163671;187237
6;364;2;11;5;7;0;65;16;29;87185;189832
6;410;6;134;5;1;0;5;0;2;167824;51892
6;882;2;12;5;0;0;32;7;4;114269;200870
6;648;6;560;5;2;0;4;1;2;81141;451589
6;441;6;91;5;280;0;3042;833;833;654324;324244
6;134;6;756;5;2;0;4;2;3;51892;292878
6;805;6;490;5;16;11;783;163;310;377797;616279
6;490;6;329;5;0;0;2;0;1;616279;14889
6;539;6;410;5;758;3;8375;2555;2503;525261;167824
6;658;6;638;5;3;1;21;3;9;581314;299916
2;6;6;245;5;0;0;3;0;1;175916;56729
6;260;6;427;5;53;4;7565;1466;2466;300934;1498704
2;5;6;408;5;228;210;319;119;272;179005;180423
6;126;2;10;5;0;0;4;2;2;94461;165883
6;568;2;4;5;428;112;1099;254;623;321109;218245
2;15;6;840;5;2548;840;3841;1087;1946;182574;339828
6;568;6;638;5;73;0;263;94;116;321109;299916
6;760;6;35;5;25;2;84;17;41;273838;342464
6;329;6;410;5;3;0;12;0;6;14889;167824
6;515;6;560;5;48;2;3821;1067;1253;322375;451589
6;638;6;270;5;0;0;3;1;0;299916;163671
2;6;6;749;5;73;19;161;46;102;175916;166803
6;270;6;760;5;8;0;18;1;8;163671;273838
2;2;6;638;5;156;125;774;259;399;157835;299916
6;658;2;8;5;42;1;581;69;263;581314;187237
6;28;6;497;5;1;1;3;1;1;552228;106273
6;760;2;12;5;365;36;1143;437;603;273838;200870
6;560;6;364;5;2;1;9111;2629;2124;451589;87185
2;7;2;6;5;54;2125;12260;2776;1397;220429;175916
6;329;6;364;5;1;0;4;0;2;14889;87185
2;10;2;6;5;100;156;4395;938;585;165883;175916
6;427;6;91;5;80;3;318;78;113;1498704;324244
2;11;6;408;5;301;3;530;208;277;189832;180423
6;134;6;749;5;1;0;0;0;0;51892;166803
2;13;6;270;5;79;134;123;65;103;232094;163671
6;245;2;14;5;3;5;11;4;7;56729;225970
2;11;2;14;5;807;214;5880;1090;1542;189832;225970
2;6;6;434;5;50;157;2764;751;1064;175916;459263
2;6;6;91;5;25;109;310;111;177;175916;324244
6;412;2;8;5;58;1;146;36;78;265981;187237
2;2;2;15;5;285;3099;8406;1362;1403;157835;182574
6;539;6;364;5;78;0;1263;359;425;525261;87185
2;4;6;638;5;62;26;217;47;110;218245;299916
6;525;6;525;5;16;0;4811;1319;228;54181;54181
2;13;6;497;5;5;30;141;47;61;232094;106273
6;882;6;427;5;0;0;11;4;2;114269;1498704
6;861;6;568;5;188;1;732;177;356;268752;321109
2;9;6;98;5;1;0;1;0;1;161797;88470
2;9;2;3;5;1269;1010;4559;973;1817;161797;187537
6;35;6;483;5;0;0;2;0;0;342464;36172
6;778;6;412;5;0;0;2;0;0;59478;265981
2;15;2;3;5;671;12229;7998;1614;2583;182574;187537
6;539;6;574;5;10;1;48;12;17;525261;17054
6;266;6;497;5;0;0;429;94;78;29805;106273
6;560;6;410;5;54;2;6133;1787;1579;451589;167824
6;638;6;882;5;0;0;57;14;21;299916;114269
6;840;2;7;5;520;187;2076;471;791;339828;220429
2;6;6;427;5;585;209;10507;3161;2484;175916;1498704
6;371;6;270;5;4;2;50;8;16;414196;163671
6;35;6;515;5;29;9;62;14;35;342464;322375
6;126;6;568;5;0;0;2;0;1;94461;321109
6;252;6;515;5;71;1;5771;1227;1317;213619;322375
2;6;6;119;5;0;0;1;0;0;175916;26367
6;260;2;6;5;159;82;907;349;446;300934;175916
6;91;6;134;5;19;2;24;10;13;324244;51892
6;805;2;4;5;112;31;431;116;203;377797;218245
2;13;2;14;5;460;3233;18782;3883;2252;232094;225970
6;274;6;434;5;284;5;2997;673;1083;426005;459263
2;1;6;371;5;2738;1933;2826;824;2505;206262;414196
2;5;6;371;5;225;491;1172;258;660;179005;414196
2;6;6;490;5;69;259;3001;1052;1323;175916;616279
2;15;6;329;5;1;0;2;0;1;182574;14889
2;1;6;539;5;2276;1185;3553;1237;2516;206262;525261
6;35;6;364;5;1;2;18;0;8;342464;87185
2;5;6;539;5;546;180;1078;478;617;179005;525261
6;515;6;427;5;32;0;455;95;182;322375;1498704
2;15;2;6;5;106;721;7975;1630;1064;182574;175916
2;14;2;10;5;96;102;3676;650;939;225970;165883
6;408;6;648;5;0;0;3;3;1;180423;81141
6;98;2;13;5;1;1;8;1;4;88470;232094
2;14;6;805;5;211;85;2585;779;872;225970;377797
6;539;6;483;5;0;0;4;0;0;525261;36172
6;568;6;532;5;6;0;11;5;5;321109;63284
6;497;2;4;5;0;0;28;8;7;106273;218245
6;408;6;560;5;206;0;2043;576;857;180423;451589
6;252;2;5;5;8;15;166;50;70;213619;179005
6;560;6;408;5;160;1;2053;571;836;451589;180423
6;490;6;252;5;1;0;102;28;41;616279;213619
6;252;2;1;5;150;494;1445;353;822;213619;206262
6;756;2;15;5;431;63;1661;350;814;292878;182574
6;638;6;408;5;127;0;306;98;146;299916;180423
6;441;2;7;5;33;93;182;29;133;654324;220429
6;412;2;12;5;382;21;1272;554;605;265981;200870
6;260;6;760;5;4;0;68;17;29;300934;273838
6;126;6;252;5;0;0;1857;422;421;94461;213619
2;14;6;840;5;1323;159;2479;671;1314;225970;339828
6;412;6;266;5;28;0;69;15;38;265981;29805
2;5;2;4;5;66;1369;7312;1440;1970;179005;218245
6;760;2;9;5;174;2;646;186;288;273838;161797
2;10;2;3;5;520;1012;3952;756;1586;165883;187537
6;119;6;490;5;2;0;21;4;8;26367;616279
6;274;6;648;5;47;0;102;23;44;426005;81141
6;252;2;11;5;30;0;318;68;147;213619;189832
6;560;2;13;5;271;85;2955;1389;1261;451589;232094
2;12;6;490;5;42;153;1892;652;744;200870;616279
6;126;6;260;5;0;1;1;0;1;94461;300934
6;483;6;35;5;2;0;2;0;2;36172;342464
6;28;2;4;5;1093;33;5603;1304;2408;552228;218245
6;427;6;490;5;308;12;9385;2044;3667;1498704;616279
6;434;6;568;5;73;1;265;71;120;459263;321109
6;252;6;410;5;1;0;35;7;14;213619;167824
2;10;6;778;5;3;0;12;3;6;165883;59478
6;749;6;638;5;32;0;708;164;270;166803;299916
6;371;6;408;5;159;2;1823;426;597;414196;180423
6;434;6;756;5;85;15;258;77;146;459263;292878
6;371;2;15;5;710;634;5524;1367;1764;414196;182574
6;861;2;14;5;393;582;6391;1302;1402;268752;225970
6;329;2;1;5;1;0;3;0;1;14889;206262
6;134;6;274;5;78;0;42;30;35;51892;426005
6;441;6;778;5;3;0;35;6;3;654324;59478
2;9;6;658;5;63;8;479;133;224;161797;581314
6;648;6;434;5;251;3;745;202;377;81141;459263
6;805;2;14;5;263;73;2563;773;942;377797;225970
6;756;6;427;5;102;5;2393;615;938;292878;1498704
6;434;2;3;5;401;804;7260;1671;2730;459263;187537
6;760;2;8;5;71;1;205;56;113;273838;187237
6;274;2;9;5;57;4;254;54;133;426005;161797
6;364;2;9;5;1;0;393;98;99;87185;161797
2;15;6;260;5;93;301;645;225;303;182574;300934
6;408;6;434;5;17;3;32;3;21;180423;459263
2;2;2;13;5;227;5222;9543;1839;1535;157835;232094
6;840;6;539;5;1054;0;2879;821;1438;339828;525261
2;11;2;4;5;126;136;2438;381;739;189832;218245
6;861;6;441;5;42;7;84;24;57;268752;654324
6;490;2;3;5;1219;1033;10049;2452;4099;616279;187537
6;364;6;274;5;0;0;7;2;2;87185;426005
6;658;2;14;5;342;574;2950;954;1709;581314;225970
6;410;6;861;5;64;1;266;106;118;167824;268752
6;525;6;35;5;2;0;3;0;2;54181;342464
6;497;2;1;5;3;21;307;91;74;106273;206262
2;5;2;5;5;59;2424;11283;2574;1673;179005;179005
6;560;2;1;5;801;362;3112;1019;1446;451589;206262
6;434;6;840;5;56;13;394;82;173;459263;339828
6;35;2;10;5;23;15;484;90;150;342464;165883
6;434;2;6;5;66;133;2833;796;1095;459263;175916
6;245;6;270;5;0;0;1;1;0;56729;163671
2;4;6;371;5;185;129;703;152;401;218245;414196
6;840;6;371;5;590;13;19163;5054;3022;339828;414196
2;7;6;91;5;69;167;367;83;235;220429;324244
6;410;6;252;5;1;0;47;8;18;167824;213619
2;1;6;134;5;171;245;307;47;168;206262;51892
2;2;6;35;5;83;347;4953;1132;1438;157835;342464
2;8;6;638;5;13;2;95;19;33;187237;299916
6;274;2;15;5;212;299;843;290;557;426005;182574
6;412;6;497;5;17;0;267;52;76;265981;106273
6;638;2;15;5;338;42;563;188;317;299916;182574
2;13;6;840;5;685;215;2981;746;1463;232094;339828
6;539;6;749;5;33;0;162;49;73;525261;166803
6;245;6;408;5;0;0;2;0;1;56729;180423
2;7;6;427;5;391;238;13889;3430;3300;220429;1498704
2;14;6;525;5;25;1;76;35;39;225970;54181
6;882;2;13;5;2;2;136;38;31;114269;232094
2;5;2;12;5;70;1960;2448;475;811;179005;200870
6;840;6;483;5;1;0;0;0;0;339828;36172
6;648;6;648;5;553;20;14721;3932;1346;81141;81141
6;98;2;1;5;32;12;300;62;152;88470;206262
2;11;6;539;5;629;1;2143;774;1000;189832;525261
6;515;6;270;5;1;0;7;0;3;322375;163671
6;490;6;658;5;310;6;9615;2388;2406;616279;581314
6;497;2;11;5;4;0;15;6;5;106273;189832
2;1;6;638;5;1027;738;1252;427;966;206262;299916
6;119;2;7;5;0;0;1;1;0;26367;220429
6;805;6;560;5;26;1;4122;1171;1422;377797;451589
6;274;6;760;5;10;1;23;17;12;426005;273838
6;560;6;98;5;0;0;1;0;0;451589;88470
6;266;6;252;5;0;0;267;34;69;29805;213619
6;840;6;882;5;1;0;8;1;3;339828;114269
6;490;6;98;5;1;0;2;0;1;616279;88470
6;861;6;861;5;1772;90;50722;14280;6825;268752;268752
2;3;6;539;5;4849;438;4479;2173;3829;187537;525261
6;134;6;134;5;460;0;3392;728;182;51892;51892
2;10;6;134;5;4;3;18;1;10;165883;51892
6;270;6;119;5;0;0;1;0;0;163671;26367
2;10;6;497;5;8;0;8;7;5;165883;106273
6;427;6;329;5;3;0;5;3;3;1498704;14889
2;6;6;861;5;102;104;1104;235;531;175916;268752
6;126;6;539;5;0;0;7;0;3;94461;525261
6;532;6;638;5;0;0;16;6;8;63284;299916
6;126;2;12;5;0;1;55;19;20;94461;200870
6;441;6;270;5;20;1;21;16;8;654324;163671
6;861;6;410;5;48;0;233;93;95;268752;167824
6;756;6;441;5;62;6;119;37;72;292878;654324
2;3;6;408;5;910;683;767;289;916;187537;180423
6;840;6;532;5;3;0;4;2;3;339828;63284
2;7;6;245;5;0;3;5;1;3;220429;56729
2;14;6;364;5;33;4;161;61;71;225970;87185
6;756;6;252;5;83;1;4725;1401;1512;292878;213619
6;532;6;539;5;0;0;22;7;2;63284;525261
6;756;6;260;5;38;35;213;75;108;292878;300934
6;560;2;12;5;197;11;1722;773;732;451589;200870
6;329;6;568;5;4;0;20;4;5;14889;321109
6;91;6;434;5;124;0;988;240;466;324244;459263
6;364;6;574;5;0;0;1;0;0;87185;17054
6;98;2;12;5;2;1;5;0;3;88470;200870
6;252;6;371;5;14;0;766;218;296;213619;414196
2;15;2;4;5;167;1672;4552;776;1818;182574;218245
2;11;6;28;5;103;71;426;139;206;189832;552228
6;119;2;5;5;0;0;2;0;1;26367;179005
6;252;2;8;5;1;0;60;8;21;213619;187237
2;12;6;98;5;1;0;2;0;1;200870;88470
6;441;2;15;5;38;204;388;66;278;654324;182574
6;861;6;126;5;1;0;49;16;15;268752;94461
6;412;6;98;5;1;0;0;0;0;265981;88470
2;9;6;840;5;223;6;3754;969;877;161797;339828
6;412;2;13;5;525;84;1765;837;911;265981;232094
2;6;6;266;5;0;1;5;0;2;175916;29805
6;408;2;3;5;934;612;867;281;990;180423;187537
2;3;6;861;5;367;986;2416;545;1225;187537;268752
6;266;6;490;5;0;0;1;0;0;29805;616279
6;560;2;2;5;248;62;1075;531;461;451589;157835
6;274;6;35;5;199;4;5533;1327;1457;426005;342464
6;805;6;441;5;29;3;50;25;33;377797;654324
2;8;2;14;5;21;162;2820;588;1075;187237;225970
6;126;6;756;5;2;0;126;33;39;94461;292878
2;14;6;410;5;229;22;688;241;352;225970;167824
6;532;6;371;5;0;0;4;0;0;63284;414196
6;126;6;371;5;1;0;27;6;9;94461;414196
2;6;2;8;5;17;63;3970;732;882;175916;187237
6;525;6;749;5;2;0;6;3;3;54181;166803
2;5;6;412;5;276;205;378;198;294;179005;265981
6;252;6;539;5;0;0;63;10;22;213619;525261
2;10;6;260;5;19;6;602;154;228;165883;300934
6;91;6;245;5;27;0;127;27;66;324244;56729
6;434;6;441;5;48;2;192;37;82;459263;654324
2;9;6;756;5;42;2;878;173;301;161797;292878
2;10;6;840;5;188;3;4841;1065;967;165883;339828
2;10;2;10;5;646;50;13014;3176;1704;165883;165883
6;252;6;749;5;28;0;1409;379;489;213619;166803
6;98;2;2;5;1;1;7;6;4;88470;157835
2;13;6;861;5;1108;114;14478;3098;1860;232094;268752
6;410;6;539;5;859;0;8381;2576;2557;167824;525261
2;6;6;441;5;17;81;112;22;88;175916;654324
6;760;6;270;5;5;2;22;0;8;273838;163671
6;749;2;15;5;213;13;534;136;315;166803;182574
2;9;6;329;5;2;0;4;0;2;161797;14889
6;525;6;364;5;4;0;41;23;19;54181;87185
6;756;6;760;5;167;2;3217;798;1115;292878;273838
6;441;2;13;5;86;59;287;44;176;654324;232094
6;861;6;28;5;122;104;186;77;160;268752;552228
6;749;2;13;5;1119;21;1605;608;847;166803;232094
2;3;2;8;5;118;507;4496;822;907;187537;187237
6;515;2;15;5;373;59;925;313;507;322375;182574
6;760;6;408;5;783;2;3737;1058;996;273838;180423
6;126;2;8;5;0;0;4;2;2;94461;187237
2;3;2;4;5;198;3721;15257;2925;2352;187537;218245
6;28;2;3;5;1226;759;3306;991;2195;552228;187537
6;274;6;274;5;1271;64;106374;30053;12293;426005;426005
6;560;6;638;5;262;1;5339;1552;1960;451589;299916
6;270;6;91;5;28;1;35;15;24;163671;324244
2;10;6;805;5;25;1;418;121;161;165883;377797
2;1;6;525;5;65;32;109;40;70;206262;54181
2;14;6;515;5;303;73;1665;655;687;225970;322375
6;525;2;9;5;75;0;418;138;109;54181;161797
2;7;6;28;5;193;495;970;256;456;220429;552228
2;9;6;805;5;17;0;708;163;239;161797;377797
2;15;6;539;5;839;209;2233;734;1150;182574;525261
6;441;6;539;5;22;0;30;8;22;654324;525261
6;35;2;15;5;154;741;1883;376;1118;342464;182574
2;2;6;490;5;190;525;4368;1404;1814;157835;616279
6;490;6;805;5;18;2;732;147;302;616279;377797
6;408;6;270;5;2;0;16;4;8;180423;163671
6;532;6;532;5;0;0;562;96;9;63284;63284
6;756;2;4;5;338;74;701;186;459;292878;218245
2;5;6;532;5;0;3;7;0;1;179005;63284
6;539;2;2;5;719;87;1658;775;912;525261;157835
2;14;6;882;5;1;2;64;14;8;225970;114269
6;371;6;658;5;31;15;104;27;54;414196;581314
2;2;6;441;5;41;95;588;104;314;157835;654324
2;11;2;8;5;17;6;2367;368;632;189832;187237
6;260;6;252;5;0;0;18;4;7;300934;213619
6;270;6;427;5;33;0;1794;346;623;163671;1498704
2;15;6;408;5;1132;251;791;313;697;182574;180423
6;134;6;483;5;0;0;129;23;7;51892;36172
6;515;6;532;5;0;0;2;0;1;322375;63284
6;28;6;861;5;63;15;166;43;97;552228;268752
6;134;2;11;5;3;0;8;2;4;51892;189832
6;410;6;412;5;31;0;255;81;117;167824;265981
2;2;6;126;5;0;7;113;32;22;157835;94461
6;525;2;14;5;43;1;95;46;48;54181;225970
6;760;6;882;5;0;0;9;2;4;273838;114269
6;434;6;260;5;365;1;2834;699;1155;459263;300934
6;434;6;760;5;37;4;82;28;46;459263;273838
6;778;6;756;5;0;0;1;0;0;59478;292878
6;539;6;840;5;775;1;3100;790;1479;525261;339828
6;28;6;270;5;334;0;1263;347;529;552228;163671
2;1;6;497;5;8;74;249;86;131;206262;106273
6;539;6;861;5;292;1;1153;371;566;525261;268752
2;1;2;2;5;510;19237;33736;5804;3294;206262;157835
6;410;6;371;5;71;0;509;134;213;167824;414196
6;560;6;412;5;665;4;10635;3457;2689;451589;265981
6;252;2;12;5;8;0;782;246;311;213619;200870
6;490;6;568;5;120;2;943;254;343;616279;321109
2;1;6;861;5;5751;4345;8194;1554;5654;206262;268752
2;2;2;7;5;90;1845;3720;706;986;157835;220429
6;515;6;434;5;8;0;49;9;24;322375;459263
2;5;2;15;5;294;3900;7092;1422;1417;179005;182574
2;15;6;270;5;39;156;133;39;64;182574;163671
2;6;6;28;5;109;293;912;307;370;175916;552228
6;274;6;126;5;0;0;2;0;0;426005;94461
6;648;6;412;5;0;0;1;0;0;81141;265981
6;861;2;9;5;117;11;1647;326;598;268752;161797
2;3;2;14;5;151;4796;15172;3564;1958;187537;225970
6;861;6;515;5;859;3;4971;1683;1797;268752;322375
6;840;6;245;5;0;0;2;0;1;339828;56729
6;760;2;5;5;352;225;402;138;393;273838;179005
6;760;2;14;5;1153;106;1804;866;1052;273838;225970
6;525;6;410;5;18;0;243;60;100;54181;167824
2;10;6;525;5;65;0;109;42;72;165883;54181
6;91;2;15;5;56;292;893;196;486;324244;182574
6;658;6;861;5;90;17;352;132;178;581314;268752
6;427;6;861;5;57;4;3954;1048;1625;1498704;268752
2;4;2;10;5;43;71;1964;323;548;218245;165883
2;15;2;14;5;492;3536;14331;2654;2324;182574;225970
6;760;2;11;5;666;2;1197;511;617;273838;189832
6;35;6;408;5;25;4;83;20;40;342464;180423
6;840;2;3;5;2307;1960;2453;749;2590;339828;187537
6;756;2;14;5;846;260;3023;635;1488;292878;225970
6;497;6;648;5;0;0;1;0;0;106273;81141
6;371;6;434;5;29;13;253;38;111;414196;459263
6;840;6;648;5;12;5;18;5;11;339828;81141
6;490;6;756;5;59;11;914;241;382;616279;292878
6;410;6;638;5;25;0;157;31;69;167824;299916
6;778;6;274;5;21;0;79;24;23;59478;426005
6;119;6;98;5;0;0;3;1;1;26367;88470
2;12;2;5;5;19;1942;2355;466;694;200870;179005
2;12;2;10;5;19;38;2273;421;535;200870;165883
6;778;6;568;5;10;1;17;6;8;59478;321109
6;260;6;658;5;169;0;1079;217;453;300934;581314
2;1;2;10;5;393;2036;6329;906;2289;206262;165883
6;861;6;364;5;3;0;49;25;21;268752;87185
6;805;6;861;5;666;5;7411;2151;2378;377797;268752
2;5;6;638;5;43;79;170;49;93;179005;299916
6;260;6;260;5;4244;141;102035;25277;11110;300934;300934
2;9;6;568;5;1088;5;2627;714;1038;161797;321109
6;126;6;805;5;1;0;353;88;117;94461;377797
6;274;6;441;5;50;5;5179;1478;1491;426005;654324
6;329;6;525;5;2;0;232;42;20;14889;54181
2;4;2;5;5;49;1329;7269;1418;1818;218245;179005
2;5;2;13;5;96;2223;4181;728;956;179005;232094
6;560;2;10;5;153;1;1381;466;415;451589;165883
6;266;6;126;5;0;0;322;56;61;29805;94461
6;568;6;882;5;1;0;1;0;1;321109;114269
6;412;6;749;5;24;0;1001;269;404;265981;166803
6;532;6;408;5;0;0;4;1;0;63284;180423
6;658;6;408;5;14;6;39;13;21;581314;180423
6;756;6;805;5;1902;3;17433;4841;5680;292878;377797
6;497;2;2;5;0;5;53;13;16;106273;157835
6;840;6;427;5;490;8;17130;4133;4410;339828;1498704
6;483;6;749;5;0;0;1;1;0;36172;166803
2;6;6;270;5;33;63;200;72;54;175916;163671
6;371;6;427;5;110;1;5126;1104;2068;414196;1498704
6;441;6;245;5;27;0;9290;1982;969;654324;56729
6;245;6;490;5;0;0;9;0;4;56729;616279
6;497;6;371;5;2;0;34;3;14;106273;414196
6;126;6;515;5;1;0;88;19;33;94461;322375
6;35;2;14;5;225;606;4018;1001;1768;342464;225970
6;245;6;427;5;3;0;20;4;7;56729;1498704
6;756;6;274;5;86;29;141;79;101;292878;426005
2;3;6;28;5;455;869;3236;861;1373;187537;552228
6;410;2;6;5;204;19;302;141;186;167824;175916
6;434;6;270;5;233;2;951;269;418;459263;163671
6;252;6;245;5;0;0;2;0;1;213619;56729
6;568;6;408;5;261;4;10685;2920;1610;321109;180423
2;13;6;274;5;389;276;701;382;543;232094;426005
6;658;6;515;5;8;0;27;5;11;581314;322375
6;497;6;539;5;1;0;464;139;169;106273;525261
2;13;2;9;5;218;483;3763;756;1298;232094;161797
2;13;6;515;5;239;17;2505;964;934;232094;322375
6;434;6;749;5;18;3;39;8;22;459263;166803
6;805;6;568;5;50;0;545;139;174;377797;321109
6;274;6;410;5;2;1;11;0;4;426005;167824
2;12;6;638;5;45;9;685;229;238;200870;299916
6;427;6;756;5;42;1;2334;549;995;1498704;292878
2;14;6;483;5;0;2;2;0;1;225970;36172
6;364;2;7;5;1;2;128;28;17;87185;220429
2;7;6;270;5;35;100;255;64;85;220429;163671
6;658;6;749;5;15;2;33;5;17;581314;166803
6;270;6;252;5;0;0;5;1;1;163671;213619
6;805;6;805;5;1678;18;123385;32372;16680;377797;377797
6;252;6;434;5;1;0;17;1;5;213619;459263
6;568;6;539;5;3863;5;20628;6176;5215;321109;525261
6;805;6;756;5;2002;5;17130;4756;5669;377797;292878
6;441;2;12;5;15;39;72;17;53;654324;200870
6;525;6;861;5;17;0;38;15;19;54181;268752
2;4;6;749;5;130;22;217;52;148;218245;166803
2;2;2;11;5;323;385;3658;632;871;157835;189832
2;7;6;658;5;114;354;1344;351;648;220429;581314
6;658;6;371;5;26;4;101;29;48;581314;414196
6;91;6;270;5;28;0;58;15;28;324244;163671
6;252;6;861;5;85;3;2913;941;965;213619;268752
2;6;2;4;5;36;717;6906;1353;1526;175916;218245
2;15;6;245;5;0;1;1;0;1;182574;56729
2;2;6;410;5;236;47;525;171;307;157835;167824
2;13;6;749;5;1058;12;1545;587;757;232094;166803
6;532;2;6;5;0;0;3;1;0;63284;175916
6;427;2;6;5;551;355;10887;3284;3210;1498704;175916
6;560;6;648;5;1;0;4;1;1;451589;81141
2;7;6;539;5;507;99;1176;443;631;220429;525261
6;441;6;28;5;99;1;631;170;148;654324;552228
6;98;2;5;5;2;1;11;2;6;88470;179005
2;14;2;5;5;51;888;8013;1556;1053;225970;179005
6;408;6;266;5;3;0;10;6;5;180423;29805
